_articleId,tags,geolocation,actorsMentioned,publicationDate,source
121,1,1,1,28/10/2021,"{
    ""name"": ""Prensa. Gobierno del Estado del Jalisco"",
    ""headline"": ""ENRIQUE ALFARO PRESENTA UN JALISCO M\u00c1S FUERTE EN OBRA P\u00daBLICA, MOVILIDAD, INFRAESTRUCTURA CARRETERA, EDUCATIVA, DE SALUD, MEDIO AMBIENTE, DESARROLLO ECON\u00d3MICO, Y DESTACA BUEN MANEJO DE LA PANDEMIA, DE LA DEUDA P\u00daBLICA, LIDERAZGO EN CREACI\u00d3N DE EMPLEOS"",
    ""url"": ""https://www.jalisco.gob.mx/es/prensa/noticias/135183"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
122,1,1,1,28/10/2021,"{
    ""name"": ""El Occidental"",
    ""headline"": ""Restan unos d\u00edas para el cierre definitivo de Los Laureles"",
    ""url"": ""https://www.eloccidental.com.mx/local/restan-unos-dias-para-el-cierre-definitivo-de-los-laureles-7404475.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": ""Elizabeth R\u00edos""
}"
123,1,1,1,29/10/2021,"{
    ""name"": ""Informador MX"",
    ""headline"": ""A tres d\u00edas del cierre de Laureles, pepenadores exigen soluciones"",
    ""url"": ""https://www.informador.mx/jalisco/A-3-dias-del-cierre-de-Laureles-pepenadores-exigen-soluciones-20211029-0038.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
124,1,1,1,29/10/2021,"{
    ""name"": ""Cabecera"",
    ""headline"": ""El 31 de octubre cierra el relleno sanitario Los Laureles"",
    ""url"": ""https://www.cabecera.mx/el-31-de-octubre-cierra-el-relleno-sanitario-los-laureles/#.ZECOOnZBzIU"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
125,1,1,1,30/10/2024,"{
    ""name"": ""La Cascada"",
    ""headline"": ""Adi\u00f3s al 'monstruo de la basura'. Hasta nunca, Laureles"",
    ""url"": ""https://www.cascadanoticias.com/noticias/ecologia/ecologia/adios-al-monstruo-de-la-basura-hasta-nunca-laureles"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Jes\u00fas Alejandro Mart\u00ednez""
}"
126,1,1,1,31/10/2021,"{
    ""name"": ""El Occidental"",
    ""headline"": ""Este 1 de Noviembre cierra el relleno Los Laureles, no hay marcha atr\u00e1s"",
    ""url"": ""https://www.eloccidental.com.mx/local/este-1-de-noviembre-cierra-el-relleno-los-laureles-no-hay-marcha-atras-7416430.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": ""Rosario Bare\u00f1o""
}"
127,1,1,1,31/10/2021,"{
    ""name"": ""Nota en prensa. Jalisco"",
    ""headline"": ""ES IMPOSTERGABLE EL CIERRE DEL RELLENO LOS LAURELES"",
    ""url"": ""https://www.jalisco.gob.mx/es/prensa/noticias/135218"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
128,1,1,1,31/10/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Cerrar\u00e1n Laureles sin acuerdo con pepenadores"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=https://www.mural.com.mx/cerraran-laureles-sin-acuerdo-con-pepenadores/ar2288516?referer=--7d616165662f3a3a6262623b727a7a7279703b767a783a--"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
129,1,1,1,31/10/2021,"{
    ""name"": ""UdeGTV"",
    ""headline"": ""El vertedero de Los Laureles deja de recibir basura; pepenadores anuncian manifestaci\u00f3n"",
    ""url"": ""https://udgtv.com/noticias/vertedero-laureles-deja-recibir-basura-pepenadores-anuncian-manifestacion/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Iv\u00e1n De Le\u00f3n Mel\u00e9ndrez""
}"
130,1,1,1,1/11/2021,"{
    ""name"": ""Azteca Noticias Jalisco"",
    ""headline"": ""Pepenadores caminaron 27 km para evitar el cierre de Los Laureles"",
    ""url"": ""https://www.aztecajalisco.com/azteca-noticias-jalisco/pepenadores-caminaron-27-km-vertedero-los-laureles"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Celina G\u00f3mez""
}"
131,1,1,1,1/11/2021,"{
    ""name"": ""Diario NTR"",
    ""headline"": ""Confirman cierre del tiradero Los Laureles "",
    ""url"": ""https://www.ntrguadalajara.com/post.php?id_nota=173747"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Lauro Rodr\u00edguez ""
}"
132,1,1,1,1/11/2021,"{
    ""name"": ""Informador MX"",
    ""headline"": ""El cierre del relleno sanitario de Los Laureles no tiene marcha atr\u00e1s: Lemus"",
    ""url"": ""https://www.informador.mx/jalisco/Los-Laureles-cierre-del-relleno-sanitario-no-tiene-marcha-atras-dice-Lemus-20211101-0132.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Rodrigo Rivas Uribe""
}"
133,1,1,1,1/11/2021,"{
    ""name"": ""Notisistema"",
    ""headline"": ""Descartan que recolecci\u00f3n de basura se afecte por protestas de pepenadores"",
    ""url"": ""https://www.notisistema.com/noticias/descartan-que-recoleccion-de-basura-se-afecte-por-protestas-de-pepenadores/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""H\u00e9ctor Escamilla Ram\u00edrez""
}"
134,1,1,1,1/11/2021,"{
    ""name"": ""Radio F\u00f3rmula"",
    ""headline"": ""Sin acuerdos con pepenadores, se cumple plazo para cierre del basurero Los Laureles"",
    ""url"": ""https://www.radioformula.com.mx/guadalajara/2021/11/1/sin-acuerdos-con-pepenadores-se-cumple-plazo-para-cierre-del-basurero-los-laureles-572704.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Ileana Rodr\u00edguez""
}"
135,1,1,1,1/11/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Si no entra basura, no comemos.-Pepenadores"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=/si-no-entra-basura-no-comemos-pepenadores/ar2289047"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
136,1,1,1,2/11/2021,"{
    ""name"": ""El Occidental"",
    ""headline"": ""Autoridades y pepenadores llegan a acuerdos tras el cierre de Laureles"",
    ""url"": ""https://www.eloccidental.com.mx/local/autoridades-y-pepenadores-llegan-a-acuerdos-tras-el-cierre-de-laureles-7427273.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""V\u00edctor Ram\u00edrez""
}"
137,1,1,1,2/11/2021,"{
    ""name"": ""UdeGTV"",
    ""headline"": ""Pega cierre de Los Laureles a mil 500 familias que viv\u00edan del vertedero"",
    ""url"": ""https://udgtv.com/noticias/cierre-los-laureles/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Henry Salda\u00f1a""
}"
138,1,1,1,2/11/2021,"{
    ""name"": ""Milenio"",
    ""headline"": ""En Ixtlahuac\u00e1n de los Membrillos se oponen a recibir basura del \u00c1rea Metropolitana"",
    ""url"": ""https://www.milenio.com/politica/comunidad/ixtlahuacan-pobladores-oponen-recibir-basura-amg"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Rosario \u00c1lvarez""
}"
139,1,1,1,2/11/2021,"{
    ""name"": ""Publimetro"",
    ""headline"": ""Basura genera nuevo conflicto en Guadalajara: ahora no quieren desechos ajenos en Ixtlahuac\u00e1n"",
    ""url"": ""https://www.publimetro.com.mx/jalisco/2021/11/02/basura-genera-nuevo-conflicto-en-guadalajara-ahora-no-quieren-desechos-ajenos-en-ixtlahuacan/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""H\u00e9ctor Escamilla Ram\u00edrez""
}"
140,1,1,1,2/11/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Ofrece Guadalajara apoyo a pepenadores"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=/ofrece-guadalajara-apoyo-a-pepenadores/ar2289790?v=2"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Fernanda Carapia""
}"
141,1,1,1,2/11/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Consiguen acuerdo con pepenadores"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=/consiguen-acuerdo-con-pepenadores/ar2289798"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
142,1,1,1,3/11/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Correspond\u00eda a Caabsa acuerdos con pepenadores"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=/correspondia-a-caabsa-acuerdos-con-pepenadores/ar2290480"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
143,1,1,1,3/11/2021,"{
    ""name"": ""Tr\u00e1fico ZMG"",
    ""headline"": ""Pepenadores tendr\u00e1n ingreso al relleno sanitario de Picachos"",
    ""url"": ""https://traficozmg.com/2021/11/pepenadores-tendran-ingreso-al-relleno-sanitario-de-picachos/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
144,1,1,1,3/11/2021,"{
    ""name"": ""El Occidental"",
    ""headline"": ""La Procuradur\u00eda Agraria quiere frenar venta de terrenos en la Laguna de Cajititl\u00e1n\n"",
    ""url"": ""https://labcsa.org/2021/11/03/la-procuraduria-agraria-quiere-frenar-venta-de-terrenos-en-la-laguna-de-cajititlan/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""V\u00edctor Ch\u00e1vez""
}"
145,1,1,1,4/11/2021,"{
    ""name"": ""Informador MX"",
    ""headline"": ""Pepena deja ingresos por 38.3 MDP al a\u00f1o en vertedero de Laureles"",
    ""url"": ""https://www.informador.mx/Pepena-deja-ingresos-por-38.3-MDP-al-ano-en-vertedero-de-Laureles-l202111040001.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
146,1,1,1,4/11/2021,"{
    ""name"": ""El Economista"",
    ""headline"": ""Empresarios y gobierno de Jalisco crean Alianza por el Clima"",
    ""url"": ""https://www.eleconomista.com.mx/estados/Empresarios-y-gobierno-de-Jalisco-crean-Alianza-por-el-Clima-20211103-0075.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Patricia Romo""
}"
147,1,1,1,7/10/2021,"{
    ""name"": ""Telediario"",
    ""headline"": ""Picachos recibe mil toneladas y media diarias de basura de Guadalajara"",
    ""url"": ""https://www.telediario.mx/local/picachos-recibe-mil-toneladas-y-media-diarias-de-basura-de-guadalajara"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": ""Redacci\u00f3n""
}"
148,1,1,1,7/11/2021,"{
    ""name"": ""Milenio"",
    ""headline"": ""Picachos recibe ya m\u00e1s de una tonelada de residuos de Guadalajara"",
    ""url"": ""https://www.milenio.com/politica/comunidad/picachos-recibe-ya-mas-de-una-tonelada-de-residuos-de-guadalajara"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Rosario \u00c1lvarez""
}"
149,1,1,1,7/11/2021,"{
    ""name"": ""UdeGTV"",
    ""headline"": ""Rechazan habitantes de Tlajomulco sede de nuevo basurero metropolitano"",
    ""url"": ""https://udgtv.com/noticias/jalisco/rechazan-habitantes-tlajomulco-nuevo-basurero-metropolitano/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Jade Ram\u00edrez Cuevas Villanueva""
}"
150,1,1,1,8/11/2021,"{
    ""name"": ""El Financiero"",
    ""headline"": ""ONU pone de ejemplo a Jalisco por acci\u00f3n para combatir el calentamiento global"",
    ""url"": ""https://www.elfinanciero.com.mx/estados/2021/11/08/onu-pone-de-ejemplo-a-jalisco-por-accion-para-combatir-el-calentamiento-global/"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": ""Redacci\u00f3n""
}"
151,1,1,1,9/11/2021,"{
    ""name"": ""La Cascada"",
    ""headline"": ""El Salto y Tonal\u00e1 unir\u00e1n esfuerzos para habilitar un centro de transferencia de residuos"",
    ""url"": ""https://www.cascadanoticias.com/noticias/locales/el-salto/el-salto-y-tonala-uniran-esfuerzos-para-habilitar-un-centro-de-transferencia-de-residuos"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Redacci\u00f3n""
}"
152,1,1,1,12/11/2021,"{
    ""name"": ""Ojarasca (La Jornada)"",
    ""headline"": ""Basura y Colonialismo Interno"",
    ""url"": ""https://ojarasca.jornada.com.mx/2021/11/12/basura-y-colonialismo-interno-8525.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Jaime Torres Guill\u00e9n""
}"
153,1,1,1,22/11/2020,"{
    ""name"": ""Publimetro"",
    ""headline"": ""Basureros mal manejados en Jalisco ya causan problemas a pobladores de tres municipios"",
    ""url"": ""https://www.publimetro.com.mx/jalisco/2021/11/22/basureros-mal-manejados-en-jalisco-ya-causan-problemas-a-pobladores-de-tres-municipios/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""H\u00e9ctor Escamilla Ram\u00edrez""
}"
154,1,1,1,22/11/2021,"{
    ""name"": ""Notisistema"",
    ""headline"": ""Denuncian al menos 11 basureros en regi\u00f3n Valles que operan fuera de norma"",
    ""url"": ""https://www.notisistema.com/noticias/denuncian-al-menos-11-basureros-en-region-valles-que-operan-fuera-de-norma/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""H\u00e9ctor Escamilla Ram\u00edrez""
}"
155,1,1,1,22/11/2021,"{
    ""name"": ""Noticias Valle de M\u00e9xico"",
    ""headline"": ""Advierten da\u00f1o irreversible al medio ambiente por tiraderos clandestinos en valles de Jalisco"",
    ""url"": ""https://noticiasvalledemexico.com.mx/advierten-dano-irreversible-al-medio-ambiente-por-tiraderos-clandestinos-en-valles-de-jalisco-e3TU4OTU3NA.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Nacional"",
    ""author"": ""V\u00edctor Galindo""
}"
156,1,1,1,23/11/2021,"{
    ""name"": ""P\u00e1gina 24"",
    ""headline"": ""Vertedero privado es \u201cserio problema\u201d en la regi\u00f3n Valles"",
    ""url"": ""https://pagina24jalisco.com.mx/2021/11/23/local/vertedero-privado-es-serio-problema-en-la-region-valles/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Rafael Hern\u00e1ndez Gu\u00edzar""
}"
157,1,1,1,23/11/2021,"{
    ""name"": ""El Occidental"",
    ""headline"": ""Recolecci\u00f3n de basura, entre los servicios mejor evaluados por ciudadanos"",
    ""url"": ""https://www.eloccidental.com.mx/local/noticias-recoleccion-de-basura-entre-los-servicios-mejor-evaluados-por-ciudadanos-7514152.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Anselmo Gonz\u00e1lez""
}"
158,1,1,1,23/11/2021,"{
    ""name"": ""Efecto Ezpiral"",
    ""headline"": ""Tiraderos clandestinos en regi\u00f3n Valles de Jalisco causan da\u00f1o irreversible al medio ambiente"",
    ""url"": ""https://efectoezpiral.com/2021/11/23/tiraderos-clandestinos-en-region-valles-de-jalisco-causan-dano-irreversible-al-medio-ambiente/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Juana Mar\u00eda Ram\u00edrez""
}"
159,1,1,1,24/11/2021,"{
    ""name"": ""Informador MX"",
    ""headline"": ""Ampl\u00edan basurero irregular junto al bosque La Primavera"",
    ""url"": ""https://www.informador.mx/jalisco/Amplian-basurero-irregular-junto-al-bosque-La-Primavera-20211124-0039.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
160,1,1,1,25/11/2022,"{
    ""name"": ""El Occidental"",
    ""headline"": ""Tonal\u00e1 rastrear\u00e1 camiones de Caabsa Eagle v\u00eda GPS para verificar que recolecten basura"",
    ""url"": ""https://www.eloccidental.com.mx/local/noticias-recoleccion-de-basura-en-tonala-7522358.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""V\u00edctor Ch\u00e1vez""
}"
161,1,1,1,25/11/2021,"{
    ""name"": ""UdeGTV"",
    ""headline"": ""Ahora es Tonal\u00e1 quien le pone un ultim\u00e1tum a CAABSA: Recoge la basura a tiempo o se va\u2026"",
    ""url"": ""https://udgtv.com/noticias/tonala-pone-ultimatum-caabsa-recoge-basura-a-tiempo-o-se-va/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""V\u00edctor Ch\u00e1vez Ogaz\u00f3n""
}"
162,1,1,1,26/11/2021,"{
    ""name"": ""imeplan"",
    ""headline"": ""FINANCIAR\u00c1 UNI\u00d3N EUROPEA AL AMG PARA COLABORAR CON \u00c1REA METROPOLITANA DE BARCELONA EN RESILIENCIA URBANA Y GESTI\u00d3N DE LOS RESIDUOS."",
    ""url"": ""https://www.imeplan.mx/2021/11/26/financiara-union-europea-al-amg-para-colaborar-con-area-metropolitana-de-barcelona-en-resiliencia-urbana-y-gestion-de-los-residuos/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
163,1,1,1,26/11/2021,"{
    ""name"": ""UdeGTV"",
    ""headline"": ""Pese a incumplir con regulaci\u00f3n ambiental, basurero de Huaxtla seguir\u00e1 en operaci\u00f3n: Semadet"",
    ""url"": ""https://udgtv.com/noticias/incumplir-regulacion-ambiental-basurero-huaxtla-seguira-operacion-semadet/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Fatima Aguilar""
}"
164,1,1,1,4/12/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Tonal\u00e1 pondr\u00e1 a prueba a Caabsa"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=/tonala-pondra-a-prueba-a-caabsa/ar2309536"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Mariana Quintero""
}"
165,1,1,1,6/12/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Seguir\u00e1 tiradero en irregularidad"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=/seguira-tiradero-en-irregularidad/ar2310110"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
166,1,1,1,7/12/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Olvidan plantas de transferencia de residuos en Zapopan"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=/olvidan-plantas-de-transferencia-de-residuos-en-zapopan/ar2310723"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
167,1,1,1,11/12/2021,"{
    ""name"": ""L\u00cdDER INFORMATIVO 91.9"",
    ""headline"": ""Reactiva CAABSA el basurero de Matatl\u00e1n, en Tonal\u00e1, a pesar de no tener autorizaci\u00f3n ambiental"",
    ""url"": ""https://labcsa.org/2021/12/11/reactiva-caabsa-el-basurero-de-matatlan-en-tonala-a-pesar-de-no-tener-autorizacion-ambiental/"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Jos\u00e9 Carlos Rodr\u00edguez Toral""
}"
168,1,1,1,12/12/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Exigen cerrar basurero de Matatl\u00e1n"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=/exigen-cerrar-basurero-de-matatlan/ar2314514"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
169,1,1,1,12/12/2021,"{
    ""name"": ""Meganoticias "",
    ""headline"": ""Tonal\u00e1 amenaza a Caabsa con clausurar el basurero de Matatl\u00e1n"",
    ""url"": ""https://www.meganoticias.mx/guadalajara/noticia/tonala-amenaza-a-caabsa-con-clausurar-el-basurero-de-matatlan/293265"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Jos\u00e9 Carlos Rodr\u00edguez Toral""
}"
170,1,1,1,13/12/2021,"{
    ""name"": ""Meganoticias "",
    ""headline"": ""Vecinos tonaltecas rechazan el basurero de Matatl\u00e1n operado por Caabsa"",
    ""url"": ""https://www.meganoticias.mx/guadalajara/noticia/vecinos-tonaltecas-rechazan-el-basurero-de-matatlan-operado-por-caabsa/292963"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Jos\u00e9 Carlos Rodr\u00edguez Toral""
}"
171,1,1,1,14/12/2021,"{
    ""name"": ""Mural"",
    ""headline"": ""Da Tonal\u00e1 8 d\u00edas a Caabsa para quitar basura de Matatl\u00e1n"",
    ""url"": ""https://www.mural.com.mx/aplicacioneslibre/preacceso/articulo/default.aspx?__rval=1&urlredirect=https://www.mural.com.mx/da-tonala-8-dias-a-caabsa-para-quitar-basura-de-matatlan/ar2315708?referer=--7d616165662f3a3a6262623b727a7a7279703b767a783a--"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
172,1,1,1,16/12/2022,"{
    ""name"": ""Azteca Noticias Jalisco"",
    ""headline"": ""De vertedero a centro de transferencia en Matatl\u00e1n"",
    ""url"": ""https://www.aztecajalisco.com/azteca-jalisco/de-vertedero-a-centro-de-transferencia-en-matatlan"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Celina G\u00f3mez""
}"
173,1,1,1,23/12/2021,"{
    ""name"": ""Ent\u00e9rate Tonal\u00e1"",
    ""headline"": ""Retos Ambientales para Tonal\u00e1 2022"",
    ""url"": ""https://enteratetonala.com/2021/12/23/retos-ambientales-para-tonala-2022/"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Tito Tastuan""
}"
174,1,1,1,28/12/2021,"{
    ""name"": ""El Informador"",
    ""headline"": ""Operan en norma s\u00f3lo 1 de cada 5 basureros"",
    ""url"": ""https://www.informador.mx/Operan-en-norma-solo-1-de-cada-5-basureros-l202112280001.html"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Redacci\u00f3n""
}"
175,1,1,1,29/12/2022,"{
    ""name"": ""Meganoticias "",
    ""headline"": ""Incendio en basurero de Magdalena"",
    ""url"": ""https://www.meganoticias.mx/guadalajara/noticia/incendio-en-basurero-de-magdalena-contamina-la-region-valles/296342"",
    ""paywall "": true,
    ""coverageLevel"": ""Local"",
    ""author"": ""Jos\u00e9 Carlos Rodr\u00edguez Toral""
}"
176,1,1,1,04/01/2022,"{
    ""name"": ""44 Noticias"",
    ""headline"": ""Crisis de basura se agrava en vertedero de Matatl\u00e1n; Tonal\u00e1 lanza segunda advertencia a Caabsa Eagle"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwiz7JvDt4n_AhUVkWoFHUCvBNIQxfQBKAB6BAgPEAE&url=https%3A%2F%2Fudgtv.com%2Fnoticias%2Fcrisis-basura-agrava-vertedero-matatlan-tonala-advertencia-caabsa-eagle%2F&usg=AOvVaw0kAO01zLty94FHKiIo9Rk2"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Victor Ch\u00e1vez Ogaz\u00f3n""
}"
177,1,1,1,09/01/2022,"{
    ""name"": ""El occidental"",
    ""headline"": ""Estado dispuesto a intervenir tras irregularidades de Caabsa en Matatl\u00e1n: Alfaro"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwiz7JvDt4n_AhUVkWoFHUCvBNIQxfQBKAB6BAgNEAE&url=https%3A%2F%2Fwww.eloccidental.com.mx%2Flocal%2Festado-dispuesto-a-intervenir-tras-irregularidades-de-caabsa-en-matatlan-alfaro-7707806.html&usg=AOvVaw1fQqjLmdb-2LF-vsoeLsND"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Elizabeth R\u00edos""
}"
178,1,1,1,10/01/2022,"{
    ""name"": ""Mural"",
    ""headline"": ""Incumplen con clausura en vertedero de Matatl\u00e1n"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwjF28i1jMP-AhVvh-4BHfOCAe0QxfQBKAB6BAgWEAE&url=https%3A%2F%2Fwww.mural.com.mx%2Fincumplen-con-clausura-en-vertedero-de-matatlan%2Far2328265&usg=AOvVaw20m5eht_QB25yI68PuWaOv"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Violeta Mel\u00e9ndez""
}"
179,1,1,1,11/01/2022,"{
    ""name"": ""44 Noticias"",
    ""headline"": ""Tras \u201cdeclarar la guerra\u201d a Caabsa, Tonal\u00e1 aplica la primera infracci\u00f3n a la empresa"",
    ""url"": ""https://www.google.com.mx/url?sa=t&rct=j&q=&esrc=s&source=newssearch&cd=&ved=2ahUKEwiz7JvDt4n_AhUVkWoFHUCvBNIQxfQBKAB6BAgZEAE&url=https%3A%2F%2Fudgtv.com%2Fnoticias%2Ftras-declarar-guerra-caabsa-tonala-aplica-la-primera-infraccion-empresa%2F&usg=AOvVaw0FQsN8rE19NhwJj0xIDYNo"",
    ""paywall "": true,
    ""coverageLevel"": ""Estatal"",
    ""author"": ""Victor Ch\u00e1vez Ogaz\u00f3n""
}"
